날짜,제목,글쓴이,조회,공감,비공감
2022.02.16 21:41,솔루스첨단소재 시간외상한가,ks77****,263,4,0
2022.02.16 21:37,기술적 분석. 기영이 차트 반등,wkfk****,165,0,0
2022.02.16 20:09,포스코케미칼뉴스검색해보세요,ldy7****,836,11,1
2022.02.16 18:44,공매,yang****,453,0,0
2022.02.16 18:11,공매도 악법 개혁을 위한 국민청원 동의 협조 요청,lyho****,224,5,0
2022.02.16 16:40,지들도 오늘 오르는거아니까 공매도 안치네ㅋ,dlwn****,492,6,1
2022.02.17 00:25,[삭제된 게시물의 답글]내일슈퍼똥개미풀매수 기관외인 쌍글매도  ??,prah****,71,0,0
2022.02.16 15:20,[삭제된 게시물의 답글]공매도1위+단타맛집+개미바글 포스코케미칼,yhs5****,235,6,1
2022.02.16 14:18,"포스코케미칼, 美얼티엄셀즈 공급용 하이니켈 공장 6월 첫 가동",bbuz****,631,7,0
2022.02.16 14:13,[삭제된 게시물의 답글]내일100% 음봉이다. 수익실현해라,kswm****,186,1,0
2022.02.16 15:14,[삭제된 게시물의 답글]내일100% 음봉이다. 수익실현해라,yhs5****,123,0,0
2022.02.16 12:58,무슨 129,chun****,403,0,0
2022.02.16 12:43,GM과 합작사 발표 다가온다,phi2****,531,16,1
2022.02.16 12:35,거래량도없는데 5퍼상승하는거 봐라,dheh****,541,7,3
2022.02.16 12:34,dlwo님 저랑 아이디가 비슷한데 ,dlwn****,285,5,0
2022.02.16 12:31,15만까진 존버지..지수  조만간 3천 간다,bumk****,269,1,0
2022.02.16 12:26,1년뒤 미래에서온 시간여행자 입니다.,clgk****,349,7,2
2022.02.16 12:19,어라 11시전에 음봉이던 애가 웬일?,qkrg****,169,0,1
2022.02.16 12:02,얘는 더럽게 안오르네ㅡㅡ,sonl****,146,0,0
2022.02.16 11:47,개미님들 팔지마여,pjs2****,407,14,0
2022.02.16 11:32,대차상환했습니다 ,love****,246,0,4
2022.02.16 11:20,108500,exta****,184,0,1
2022.02.16 11:19,1월 전기차 판매 증가 전년대비 9배늘어,phi2****,219,1,0
2022.02.16 11:17,건투를 빈다...,lee1****,187,1,1
2022.02.16 11:07,내린게 얼마인데,yang****,172,0,0
2022.02.16 10:44,여기 나이 쳐먹은 늙은이들,gjeh****,379,0,10
2022.02.16 12:12,[삭제된 게시물의 답글]니,mnb4****,88,0,0
2022.02.16 10:35,숏커버링 들어온나?,phi2****,235,2,0
2022.02.16 10:58,[삭제된 게시물의 답글][삭제된 게시물의 답글]18만원 복구시켜놔라 열받게하지말고,dodo****,142,3,0
2022.02.16 10:02,그냥 길게 보아야 할 주식,gr99****,288,8,0
2022.02.16 09:53,오늘 오르는건 별 의미없다!,worl****,196,0,3
2022.02.16 09:43,더올려라 ,dlwn****,132,0,0
2022.02.16 09:41,음양음양 개굴,gjfr****,122,0,0
2022.02.16 09:36,ㅅㅂ,yang****,124,0,0
2022.02.16 09:17,ㅋㅋ공매충 집합소,mega****,140,1,0
2022.02.16 09:09,거버넌스가 쓰레기인 기업 (feat.중복상장 및 주주환원),best****,140,1,0
2022.02.16 09:06,러시아와 유럽 관계를 이해하면,netp****,167,1,0
2022.02.16 09:02,개미만 불타오르고 다들 관망중,eagl****,121,0,0
2022.02.16 06:12,오늘 주식,ks77****,387,6,0
2022.02.16 03:09,도노써?,zeni****,191,1,1
2022.02.15 21:18,무기한의 매국적 공매도 악법 즉각 개혁 국민청원 - 잠시 시간 내시어 적극 동의 협조 요청드립니다.,lyho****,162,0,1
2022.02.15 20:24,낼 수주공시 내자.,sayk****,462,17,1
2022.02.15 19:17,러시아,hsc1****,442,7,2
2022.02.15 18:04,ㅋㅋㅋㅋㅋ멍청한것들 외인들이 정보가 얼마나빠른데,dlwn****,444,6,2
2022.02.15 17:52,시간외,yang****,316,0,1
2022.02.15 15:54,시간외 폭등중이네 ㄷㄷㄷ 뭔일있나 ㄷㄷㄷ,dafu****,814,1,2
2022.02.15 14:20,전쟁난겨 다죽자 하한가 ,tgma****,515,4,4
2022.02.15 14:19,재수없음 10만도 깨지것네..,song****,429,1,1
2022.02.15 13:46,끝은어디인가요?,gy31****,596,1,0
2022.02.15 13:35,ㅠㅠㅠㅠㅠ,kiho****,194,0,0
2022.02.15 11:12,얘는 최소 3년은 봐야겠다.,ckdw****,534,6,3
2022.02.15 11:32,[삭제된 게시물의 답글]오늘 정리안한 흑우 개미읍제? 낼전쟁이다,hot2****,209,1,0
2022.02.15 11:06,140에 물렸는데,kimj****,486,0,0
2022.02.15 11:00,올해 20가능한가..?,krey****,246,2,0
2022.02.15 10:44,푸른학교? 또 언플질이네!,stor****,222,1,2
2022.02.15 10:21,봉사활동 기사,read****,151,0,0
2022.02.15 10:17,네 오랜만에 봉사활동 기사가 나왔네요.,netp****,143,0,0
2022.02.15 09:40,회사에서 무증이나 자사주매입소각 없으면,stor****,129,0,2
2022.02.15 09:36,진짜 거지같네,tyie****,135,1,0
2022.02.15 09:20,우선 11만원에 만주이상있는거보니까,dlwn****,149,0,2
2022.02.15 07:22,국내외 이슈 및 엘솔 상장 후 현금 흐름,netp****,343,2,1
2022.02.14 23:02,나라가 세금 뜯는거에 혈안이 되어..,kmac****,189,6,0
2022.02.14 22:29,공매도 악법 즉각 개혁하여 국내 주식시장 살려내자~!! <퍼나르기 부탁드려요>,lyho****,151,6,0
2022.02.14 21:49,포케 미래  밝은가?,sayk****,228,0,0
2022.02.14 20:35,쓰레기중에 상쓰레기,dusi****,169,3,0
2022.02.14 19:11,전쟁공포 선반영 ㅋㅋㅋ시외 손절 호구는 한강가나요 ㅋ,tgma****,265,1,1
2022.02.14 17:52,이번달은 현금 보유가 답,bskw****,495,3,0
2022.02.14 17:54,이번달은 현금 보유가 답,mylo****,372,2,0
2022.02.14 17:42,주가 폭락과 함께 임원들 주식 증감 공시,netp****,500,0,0
2022.02.14 17:20,이번주 주봉상,jdc1****,385,2,0
2022.02.14 17:20,포스코 케미칼은  죽은회사다,sukk****,293,3,1
2022.02.14 15:34,포스코케미칼 주가 반등하려나…임원들은 ‘매수’,whit****,1105,9,1
2022.02.14 15:33,개미들이 왜이렇게 건들지 ,dlwn****,314,0,0
2022.02.14 15:32,공매 상환 기간 거의 다되가서 아찔하다,gjfr****,387,0,4
2022.02.14 15:27,내일도 급락 2억풀매수 ㅋㅋㅋ,tgma****,334,0,0
2022.02.14 14:26,16일 전쟁터지나요 손절타임 ㅗㅗㅗㅗㅗ,tgma****,253,0,2
2022.02.14 14:22,묻지마,namt****,198,0,1
2022.02.14 14:22,차트 무너졌다 수일내로 나락간다,eagl****,558,2,6
2022.02.14 14:18,말 많이 안한다,gaeu****,272,2,0
2022.02.14 14:05,종가,namt****,212,1,0
2022.02.14 13:58,손절 전쟁터지면 하한가 싸게 사자 ㅋㅋㅋㅋ,tgma****,195,0,1
2022.02.14 13:31,존5나 웃기네 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,sksk****,278,2,0
2022.02.14 13:28,전쟁 절대 안납니다.,vipj****,440,3,3
2022.02.14 13:27,"한국, 신한, 미래 공매도 넘들",kyh1****,277,5,0
2022.02.14 13:23,한국투자증권 목표가 18만원 ㅋㅋ 매일파는 단타 공매창구 ㅋㅋ,tgma****,398,1,0
2022.02.14 13:14,너무 내리는데,r680****,209,0,1
2022.02.14 13:14,이게드뎌미쳤나,hhh_****,229,1,1
2022.02.14 13:08,Mbn  비중 젤많이 실은종목,ksmm****,274,1,0
2022.02.14 13:08,전쟁시,smar****,212,1,0
2022.02.14 12:45,목표가 18만원 언제오냐 23년까지 기다려 ㅋㅋㅋㅋ,tgma****,240,2,0
2022.02.14 12:43,이거슨,lch5****,149,0,0
2022.02.14 12:33,전쟁찌라시에 폭락시키고 ㅋㅋㅋㅋㅋ상가자 ㅋㅋㅋㅋ,tgma****,176,0,0
2022.02.14 11:24,달다 ,gjfr****,225,0,0
2022.02.14 11:17,17만원 올까요..,yous****,870,1,0
2022.02.14 11:11,본인 방금 포케 40% 전량 손절하고 현금 확보했네요....,yhyp****,814,7,0
2022.02.14 11:01,8만원 까지 내리겠네,fini****,183,0,0
2022.02.14 10:53,2차전지 소재주 꼴지 기업ㅋ,sayk****,193,0,0
2022.02.14 10:46,만단위,meyo****,206,1,0
2022.02.14 10:44,지금은 절대 매수금지,cart****,190,0,0
2022.02.14 10:40,이거 차트 무너졌다. 다들 대피해라.,eagl****,192,2,0
2022.02.14 09:34,"주말 포항가보니, 최정우 씹는 현수막 전지역 도배!",stor****,392,14,0
2022.02.14 09:28,2차전지 소재주 꼴지 기업ㅋ,sayk****,267,1,1
2022.02.14 09:06,ㅅㅂ,yang****,161,0,0
2022.02.13 23:38,내일 포케 예상가,gjfr****,359,3,3
2022.02.13 22:55,10만원대 찍으면 물타기 고려한다,pk43****,188,1,0
2022.02.13 22:31,월요일 장분석,byun****,227,0,0
2022.02.13 21:19,영국 독일 인도 대만지수등은 전고점에서,kjh5****,264,3,1
2022.02.13 19:41,전쟁 난다는 시람되체 누굴까?,kang****,212,0,0
2022.02.13 13:42,공매도 악법 개정 (퍼나르기 도움 부탁드립니다),kjh7****,293,2,2
2022.02.13 12:34,전쟁이 왜 악재인가 당사자두아닌데 수출길이 더많아지지안나요,fhdl****,530,1,1
2022.02.13 04:38,기술적 분석. 기영이 차트 반등,wkfk****,549,2,2
2022.02.12 08:36,회사 망햇네 ㅋㅎㅋㅎㅋㄹㅋ,mong****,536,3,3
2022.02.11 23:17,공매도 악법 개혁을 위한 국민청원 동의 협조 요청,lyho****,448,11,2
2022.02.11 22:06,기업이 비젼없음 털고 나가면 돼지,phi2****,350,6,1
2022.02.11 20:02,"2003년부터 10,300% 올랐네",sktj****,411,3,3
2022.02.11 22:04,1993년부턴 3만프로 오랐나?,phi2****,325,1,2
2022.02.11 15:59,포케도,ene0****,909,1,9
2022.02.11 15:57,18만애들아 부럽지 ,uyjj****,540,0,1
2022.02.11 15:39,공매도 32 ,dlwn****,394,0,0
2022.02.11 14:23,대단한 씨레기 종목,jinh****,294,0,0
2022.02.11 13:32,약하지만,yang****,264,0,0
2022.02.11 12:55,마지막 막차,cjsa****,299,0,0
2022.02.11 12:35,11만 깨지면 무조건 추매각이군요,lee4****,287,1,0
2022.02.11 11:49,이 무쓴 129?,zeni****,323,0,0
2022.02.11 11:30,마지막,cjsa****,359,2,0
2022.02.11 11:30,해외,hsc1****,347,3,0
2022.02.11 11:26,여천 NCC폭발사고..한화솔루션급락,swle****,376,0,0
2022.02.11 11:19,이걸 말아올리네,dheh****,327,1,0
2022.02.11 11:18,폴케이노,rich****,209,0,0
2022.02.11 11:01,선진 자본시장 주주 문화을 위한 첫걸음,best****,194,1,0
2022.02.11 10:47,공매도 왜이렇게 많이함?,ekzm****,575,0,0
2022.02.11 10:43,이제 가지 않을까요?,kolk****,162,0,0
2022.02.11 10:04,오늘은 엘솔이랑 에디슨EV 쪽으로 현금이 몰리는 듯,netp****,315,6,0
2022.02.11 09:45,더 떨어지더라도,kolk****,403,4,0
2022.02.11 09:15,느그 대주주님 간다,dlwn****,213,0,1
2022.02.11 09:01,우리 증시 어제도 떨어지고 오늘 미국폭락에 또 떨어지고,hank****,266,1,0
2022.02.11 08:55,토껴라 오늘 나락간다,yolo****,379,0,4
2022.02.11 08:33,대차잔고 6천억,eagl****,323,1,1
2022.02.10 22:27,왜이랴,pian****,597,0,0
2022.02.10 21:51,공매도 비중이,sabs****,255,2,0
2022.02.10 19:56,이것도 물적분할 ,ahdz****,561,3,10
2022.02.10 19:50,서호주 개스코인(: 개코)지역,rich****,342,0,2
2022.02.10 19:01,해외기관투자자 상대 기업설명회 23일,hank****,346,1,4
2022.02.10 17:27,개미님들 사지좀마세요ㅜㅜ,dlwn****,917,4,3
2022.02.10 16:33,..............,ll25****,761,11,1
2022.02.10 20:07,[삭제된 게시물의 답글]woal rlad 글 왜지우냐 냅둬줘,hsn1****,120,0,0
2022.02.10 15:37,공매도가 우리나라 증시를 잡아먹고 있다.,kolk****,254,1,0
2022.02.10 16:07,[삭제된 게시물의 답글]이베스트가 동기호가에 3만2천개 텀,skki****,222,2,0
2022.02.10 15:32,침이고인다 꼴닥~쩝짭 ㅊ침이줄줄샌다,5070****,421,0,0
2022.02.10 15:31,으아악! 민경준! 최정우!,stor****,229,3,0
2022.02.10 15:16,오늘 플러스로,kolk****,185,0,0
2022.02.10 14:27,약해 . . . 30%는.,rich****,191,0,1
2022.02.10 14:15,IR 후원기관 JP모간이네,tupe****,205,0,0
2022.02.10 13:03,바닥은 친거 같은데...,sund****,184,0,0
2022.02.10 12:02,진짜,kcs1****,205,0,1
2022.02.10 11:31,"기관 공매에 후덜덜, 도망가자",1253****,183,0,0
2022.02.10 10:31,제이피모건이 너무단타치네 한국증권은바로공매도,dlwn****,295,2,0
2022.02.10 10:14,최회장이랑 민사장도 조사해봐라,sble****,243,1,2
2022.02.10 10:10,오늘 중요한 자리,bbuz****,212,2,0
2022.02.10 10:10,오늘도. 모간서울. 정말. 끝이. 없다,hank****,190,2,0
2022.02.10 10:04,바닥 한번 더 보고 가는것도 나쁘지 않다.,king****,149,0,2
2022.02.10 10:02,개미들은 공매도로 조져야 제 맛이지,eagl****,137,0,2
2022.02.10 09:53,? ㅋㅋㅋ,sksk****,146,0,0
2022.02.10 09:35,무상증자!,stor****,210,0,1
2022.02.10 09:25,1분기,hsc1****,198,1,0
2022.02.10 09:13,또시작이네,ksd8****,174,1,0
2022.02.10 09:08,"오늘같은날도 한국,신한 공매도",dlwn****,134,0,0
2022.02.10 07:28,미국 금리하락 이슈로 주가떨궜는데,js_0****,247,2,0
2022.02.10 07:14,"양극제 율촌산단 3,4공장 상반기 준공=실적급등",phi2****,291,3,1
2022.02.10 00:22,"원희룡X윤석열 ""주식 양도세 전면 폐지""",rich****,386,5,10
2022.02.09 22:10,"양극제 율촌산단 3,4공장 상반기 준공=실적급등",phi2****,824,35,2
2022.02.09 22:06,이제 살땐가?,kn35****,261,0,6
2022.02.09 20:27,100거래일중,68jh****,308,5,1
2022.02.09 19:51,바닥 한번 더 확인하고 가자,read****,292,2,7
2022.02.09 17:20,공매도 이제 골로 가겠다.,lmge****,904,21,2
2022.02.09 17:17,---> 7만원 ~ 8만원,rich****,385,0,6
2022.02.09 16:35,"116,000 벽이냐",mega****,362,0,1
2022.02.09 16:29,풀신용  현재,mylo****,465,5,0
2022.02.09 16:26,그래도 유증 자들도  수익 200프로씩보다가,mylo****,448,5,0
2022.02.09 16:17,평단17만8500원51주  풀신용,mylo****,892,10,1
2022.02.09 16:17,8만원에 아가리  벌린다는 놈 어디갔어,mund****,351,5,0
2022.02.09 16:16,"포케는, , ",10xd****,298,6,1
2022.02.09 18:54,[삭제된 게시물의 답글]믿고 사는 전문가,ask1****,126,0,0
2022.02.09 15:45,Lg엔솔에서 개관팔고 여기로들어오네ㅋㅋㅋ,dlwn****,456,15,0
2022.02.09 15:38,일생일대의 투자황금기를 스스로 날리지말고...,rusu****,441,6,0
2022.02.09 15:35,왠일로,lee4****,236,4,1
2022.02.09 15:34,10만원 이하로 갈 것 같은데..,nini****,211,1,4
2022.02.09 15:33,21분쯤에 cs증권이 호재가있어서 2만주넘게샀을지,dlwn****,302,6,0
2022.02.09 15:31,눈물날라하노,jinh****,265,5,0
2022.02.09 15:10,etf 상장이 도움이 되나보네,osij****,208,3,0
2022.02.09 15:03,무슨일있나요?,bent****,259,1,1
2022.02.09 14:57,공매도 죽었다,such****,199,6,0
2022.02.09 14:57,공매도 예상,rich****,161,2,0
2022.02.09 14:18,"오늘은 엘앤,에코비엠보다 많이올라서 다시 적정주가로 올라가자",dlwn****,170,1,0
2022.02.09 14:05,다와간다ㅜㅜ,dnad****,165,1,0
2022.02.09 13:52,연기금 만 졸라팔아 쳐먹었네,pp22****,159,3,4
2022.02.09 13:27,엘지엔솔아 니가떨어져야 올라가는종목이니,dlwn****,184,4,0
2022.02.09 13:25,금세기에,skki****,137,0,0
2022.02.09 13:24,나의 간절함이 통했다,jinh****,160,6,0
2022.02.09 13:19,코스피 공매도1위종목 포스코케미칼 ??,prah****,117,3,0
2022.02.09 12:49,느그회사 대주주님 5프로갔다,dlwn****,118,1,0
2022.02.09 12:27,한번만 뚤어주세요~,jinh****,156,2,0
2022.02.09 11:58,진짜 공매도 너무한거 아니냐,song****,148,1,0
2022.02.09 11:31,엘앤에프는 영업이익 마이너인데도 잘가네,phi2****,214,11,0
2022.02.09 11:20,17만원에도 못사서 안달이었는데 지금은?,phi2****,219,4,0
2022.02.09 11:09,2차전지 소재주 애경케미칼 편입 합니다,leee****,184,2,0
2022.02.09 10:55,공매,hsc1****,169,2,0
2022.02.09 10:34,포케 4/4  분기 실적상향 ㅡ ♡♡♡♡♡,pp22****,287,3,0
2022.02.09 10:30,오늘은,yang****,142,1,0
2022.02.09 10:10,"180,000원 짜리가 너무 빠졌다",pp22****,248,5,0
2022.02.09 09:53,114000원에서 3단 매도벽 치는 기관들,netp****,206,3,0
2022.02.09 09:46,외인 슬쩍 발 담그네 ㅡ ♡,pp22****,210,0,0
2022.02.09 09:42,여기도 금호석유처럼 상무가힘이있으면 좋겠군,dlwn****,136,0,0
2022.02.09 09:22,여기는  반등한번없넉,read****,173,1,0
2022.02.09 09:07,오늘도 공매에 시달리는군,ksd8****,143,0,0
2022.02.09 08:20,연기금,hsc1****,505,7,2
2022.02.09 07:53,"저점 인가 ㅡ,,♡",pp22****,262,6,0
2022.02.09 07:03,2월 MSCI 라밸런싱 일정 및 편입 편출 예상,2244****,275,1,1
2022.02.08 22:37,여기도 에스파관련주인가요?,dlwn****,233,1,0
2022.02.08 21:23,최회장이랑 민사장도 조사해 봐야 한다.,sble****,329,3,3
2022.02.08 20:43,13층에 호구 살아요,qeen****,558,2,0
2022.02.08 20:05,2차전지사업부 분할하려나??,qorw****,236,1,0
2022.02.08 19:58,2차전지 소재주 꼴지 기업ㅋ,sayk****,202,0,0
2022.02.08 19:40,바닥 어디쯤 일까요?,popo****,175,0,0
2022.02.08 17:57,시간외도 빨갱이 한탐도 없네,bskw****,315,1,0
2022.02.08 17:55,이 개잡주 아침에 누가 올렸나요?,jett****,250,3,0
2022.02.08 17:50,미장 또 안 좋을려나,bskw****,188,1,0
2022.02.08 17:50,공매도,zaza****,216,1,0
2022.02.08 15:42,공매 양심이 없네,ksd8****,264,1,0
2022.02.08 15:31,옆집은 내부자거래 차명 까지 나와도,arie****,300,7,0
2022.02.08 15:22,한강수온 오늘 따뜻한가요,skc2****,249,4,2
2022.02.08 15:07,이회사는 힘들어보이네.,sayk****,354,0,0
2022.02.08 14:37,남들 좆되는 게 이렇게 꿀잼인가??,sppp****,213,1,6
2022.02.08 14:35,에코프로비엠보다 오전에 못올라가더만,dlwn****,192,2,0
2022.02.08 14:29,이종목 누가 이리 작정하고 누르는겨,bumk****,203,1,2
2022.02.08 14:20,민사장,tupe****,154,1,0
2022.02.08 13:56,와여기 1월달부터보니까 거의 개미만들어왔네,dlwn****,280,0,3
2022.02.08 13:44,공매도,such****,292,6,0
2022.02.08 13:39,한국하고 신한은 언제까지 공매도치지,dlwn****,256,3,0
2022.02.08 13:22,콩으로메주쓴데도안믿어,liev****,180,3,0
2022.02.08 13:08,개떵주,ko22****,168,2,0
2022.02.08 12:59,앤또 머하냐,ssi9****,138,0,0
2022.02.08 12:57,5월에 ~,kes6****,292,2,2
2022.02.08 11:45,엔솔 편입,smar****,229,1,1
2022.02.08 11:42,근데 얘는 주가가 왜케 안감?,ghf9****,187,2,0
2022.02.08 10:54,배당금이........,ener****,272,3,0
2022.02.08 10:43,오늘은 12까지 갑니다,bbuz****,189,0,1
2022.02.08 10:26,여기도 내부거래한번해서 주가올리자,dlwn****,248,5,0
2022.02.08 10:19,모간서울 공매도상환할려고들어왔네ㅋ,dlwn****,220,1,0
2022.02.08 10:12,잡주 항상 꼴찌야,chan****,140,1,0
2022.02.08 10:04,엘앤에프 맛있엉 ^^ 냠ㅋ,chl6****,176,2,0
2022.02.08 09:57,헉~,bent****,152,0,0
2022.02.08 09:57,에코하고 엘앤 떨어질때는 같이떨어지더만 오를때는 찔끔,dlwn****,255,6,0
2022.02.08 09:33,저기옆집 롯데케미칸은오르던데,dlwn****,156,2,0
2022.02.08 09:26,엔솔로 수급집중! 무상증자 없이는 회복불가!,stor****,209,2,0
2022.02.08 09:24,가랑비 젖는것처럼 내 돈도…..,0314****,165,3,0
2022.02.08 09:24,또 시작?네,raut****,160,1,0
2022.02.08 09:06,민경준~~~~무상증자!,stor****,184,2,0
2022.02.08 08:53,엔솔떨어져라 그래야 나머지 대형주가산다...,dlwn****,188,4,0
2022.02.08 01:02,개미여,jjan****,302,4,1
2022.02.07 23:29,"쇼트트랙 중국vs공매도 개관,외인,연기금",dlwn****,333,3,0
2022.02.07 23:15,우리 앞으로  짜장면을 먹지 맙시다,mund****,171,1,1
2022.02.07 22:50,오늘 공매도때문에짜증났는데,dlwn****,174,3,0
2022.02.07 20:01,"민사장, 최회장 공통점",psw6****,289,5,2
2022.02.07 18:54,[삭제된 게시물의 답글] 9만쯤,hsn1****,406,4,1
2022.02.07 17:46,엔솔,hsc1****,949,14,0
2022.02.07 17:01,실적이 개판이라서 어쩔수 없음,zeni****,371,4,4
2022.02.07 16:43,앵간히,hsc1****,300,3,0
2022.02.07 16:10,쓰파 공매도 지리구요,toyj****,382,9,0
2022.02.07 16:02,공매 31퍼 가 이게 참나 ㅡㅡ,dltk****,413,3,1
2022.02.07 15:49,내부거래있는 에코도 외인이사는데 여기는외인이 공매도치고있네ㅋㅋ,dlwn****,307,1,0
2022.02.07 15:44,모간서울 작년10월 이후 거의 1000억 80만주 매도질 ,hank****,523,2,0
2022.02.07 15:35,최회장이랑 민사장도 조사해봐라.,sble****,245,6,1
2022.02.07 15:35,공매 8만주?,tupe****,256,2,0
2022.02.07 15:22,모건서울,lhj4****,251,9,0
2022.02.07 15:20,악질 모간서울,sayk****,206,5,1
2022.02.07 15:18,야이.. OOO아.. 옆집은 보다 못하네..,arie****,207,3,0
2022.02.07 15:10,낼,meyo****,224,1,1
2022.02.07 14:53,매수의 이유,lch5****,473,5,3
2022.02.07 14:40,민사장  물려나라.,sayk****,191,4,0
2022.02.07 14:36,이딴 기업은 망해야 정상 아닌가...?,tldn****,193,2,0
2022.02.07 14:32,포케 하락이유,kore****,744,0,0
2022.02.07 14:12,한마디로 멍잡주! 핫바지사장!,stor****,200,3,0
2022.02.07 13:54,앞으로,smar****,255,4,0
2022.02.07 13:43,도대체 언제~,kes6****,272,2,0
2022.02.07 13:36,나스닥 선물 오른다,dlwn****,208,0,1
2022.02.07 12:57,거품 빠지는구만,apol****,224,2,0
2022.02.07 12:56,대기업 꼴지 브랜드  포스코!,sayk****,183,1,0
2022.02.07 12:53,이제,wonj****,503,4,1
2022.02.07 12:51,13만원때,qkrr****,212,1,0
2022.02.07 12:48,코스피는 상승하지만,dlwn****,162,0,0
2022.02.07 11:50,하 이러지마,zhel****,210,2,0
2022.02.07 11:36,계단식 하락,jck0****,251,1,0
2022.02.07 11:29,포케는 영업이익율이 왜이리 개차반인겨,kbn1****,470,0,0
2022.02.07 11:28,2차전지 소재주 꼴지 기업ㅋ,sayk****,266,1,1
2022.02.07 11:27,안되긋따,yang****,177,2,0
2022.02.07 11:20,천보로 갈껄,dlwn****,180,1,0
2022.02.07 11:20,잡주,maru****,165,1,0
2022.02.07 11:14,"원희룡X윤석열 ""주식 양도세 전면 폐지""",rich****,183,2,0
2022.02.07 11:12,흐발노무경영진,dkjh****,152,2,0
2022.02.07 10:48,지금  유증자들팔고있나보다 ㅋㅋ,mylo****,241,1,2
2022.02.07 10:45,110000원에서108000원 매물대 형성 ㅋㅋㅋ,kobi****,266,1,0
2022.02.07 10:26,코스피1프로도 안떨어졌는데,dlwn****,201,2,0
2022.02.07 10:01,무상증자! 자사주매입소각! 수주계약!,stor****,394,5,0
2022.02.07 10:00,도대체,dkjh****,229,2,0
2022.02.07 09:56,이럴때,lhj4****,263,4,0
2022.02.07 09:52,진짜 이해가안가는데,dlwn****,365,3,0
2022.02.07 09:50,1프로 억지로 쳐올리고,jinh****,172,1,0
2022.02.07 09:46,ㅇ,seed****,341,2,2
2022.02.07 09:29,ㅋㅋㅋㅋ 아이고 배야,yolo****,279,2,0
2022.02.07 09:25,에코프로비엠 망했다고 연대책임이네,qkrg****,240,0,0
2022.02.07 09:21,"여기 외인단타,한국,신한 단타맛집",dlwn****,180,1,0
2022.02.07 09:13,포케로 돈 버는 법 오로지 공매도 배팅ㅎ,sppp****,212,2,0
2022.02.07 09:12,"민사장! 당신, 정말 이카기가!  ",stor****,166,2,0
2022.02.07 09:12,뉴스 공시는 좋은 뉴스 많이 뜨는데 맨날 쳐 내리네ㅋㅋㅋ,baek****,206,3,0
2022.02.07 09:01,17층 주주입니다.,yhy0****,451,5,0
2022.02.07 08:44,오늘 에코프로사람들 여기로넘어오겠네,dlwn****,246,1,2
2022.02.07 00:13,[삭제된 게시물의 답글]우리사주!,mylo****,402,0,1
2022.02.06 18:47,"우리사주 유상증자의 신주발행가액은 77,300원",mrss****,1443,8,14
2022.02.06 15:11,개미가 살려면 제도를 바꿔야 합니다.,kkw6****,309,3,1
2022.02.06 09:35,워렌버핏☆도♡인정한  가치주식 (대한제분)상속세^^뉴스^^,kkh8****,514,0,3
2022.02.05 20:58,포스코케미칼은 분할 안하겠죠??,qorw****,1612,2,2
2022.02.05 20:01,보고서 발표,min1****,660,2,1
2022.02.05 13:06,5년후를 기다리면,oran****,1448,17,3
2022.02.05 11:11,"포케, 배당금 언제쯤 주는지 아신 분 알려 주세요^^",yhyp****,1491,0,1
2022.02.05 10:08,리튬시장,hiro****,774,7,2
2022.02.05 09:03,"매일경제 구독PICK 안내 ""전기차 시장 큰일났다""…배터리 만드는 주요 광물 수급 줄비상 입력2022.02.04. 오후 6:58  김우현 기자",dlwn****,1858,25,4
2022.02.04 19:52,자근자근 다져가며 올라가네요~,youn****,654,11,3
2022.02.04 19:03,Kedi30편입되면 펀드자금 쪼매 들어오겠네,qkrg****,446,5,0
2022.02.04 18:12,내일 토요일인데 장 여나요?,8887****,755,0,3
2022.02.04 17:57,올해이십  확실이   찍어줌니다,song****,384,6,3
2022.02.04 17:55,그냥조금 조금씩 올라가자,dlwn****,410,6,1
2022.02.04 17:37,외인 기관 매수세로 막판 반등 마무리,netp****,525,15,0
2022.02.04 17:36,이번에 나온 당기순이익만으로 PER계산하면,dltk****,638,0,0
2022.02.04 17:20,다신안온다고해놓고,hhh_****,267,2,0
2022.02.04 16:29,시간외 폭등중이네 ㄷㄷㄷ 뭔일있나 ㄷㄷㄷ,dafu****,709,1,11
2022.02.04 15:19,20만원 갈때까지 6-7만원 온다고 외쳐바라~~~,phi2****,421,8,1
2022.02.04 14:46,어휴 개관 연기금,dlwn****,324,2,1
2022.02.04 14:44,오늘 장마감 동시호가 때 세력들 끌어 올린다. 잘 봐라^^,yhyp****,489,5,1
2022.02.04 13:55,2월 18일- 191만주,ghut****,807,0,0
2022.02.04 14:00,2월4일 이여,phi2****,421,0,0
2022.02.04 13:15,욕나온다,xldk****,384,4,0
2022.02.04 12:42,"왠지 기분이 급 우울!![기업]포스코케미칼 직원들, 유상증자 덕분에 ‘억대 주식 잔치’ 예감",mrss****,761,0,4
2022.02.04 12:39,6만온다,jeil****,221,0,0
2022.02.04 14:02,30만은 안되겠니?,phi2****,156,0,0
2022.02.04 12:17,좀 올라가자,ksd8****,228,0,0
2022.02.04 11:57,힘을 모읍시다!!!!!!!!,deep****,342,20,1
2022.02.04 11:21,9만 포케 오겄다 ㅡ 기다려,pp22****,505,2,3
2022.02.04 11:21,내돈 내놔라,sonl****,209,2,0
