,일자,종가,대비,등락률,시가,고가,저가,거래량,거래대금,시가총액,상장주식수
287,2022/03/03,212500,5000,2.41,218000,221500,211500,443329,95432984500,19648932350000,92465564
288,2022/03/04,212000,-500,-0.24,213000,214500,208500,310994,65768004000,19602699568000,92465564
289,2022/03/07,205500,-6500,-3.07,215000,218500,203000,525854,109311175000,19001673402000,92465564
290,2022/03/08,202500,-3000,-1.46,202000,209000,200000,389824,79755371000,18724276710000,92465564
291,2022/03/10,203000,500,0.25,208500,208500,201500,414794,84583983500,18770509492000,92465564
292,2022/03/11,197000,-6000,-2.96,203500,204500,196500,454981,90631930500,18215716108000,92465564
293,2022/03/14,195500,-1500,-0.76,197500,201000,195000,452386,89321288500,18077017762000,92465564
294,2022/03/15,191500,-4000,-2.05,195500,196500,188500,315935,61147279500,17707155506000,92465564
295,2022/03/16,199000,7500,3.92,194000,200000,191500,330467,64731670000,18400647236000,92465564
296,2022/03/17,201000,2000,1.01,204500,205500,201000,309361,62849161500,18585578364000,92465564
297,2022/03/18,199500,-1500,-0.75,202500,203500,197500,330697,66000206000,18446880018000,92465564
298,2022/03/21,205500,6000,3.01,202500,209000,201000,424840,87316741000,19001673402000,92465564
299,2022/03/22,212500,7000,3.41,207000,213000,206000,440031,92709221000,19648932350000,92465564
300,2022/03/23,210500,-2000,-0.94,217000,217500,208000,404608,85557043500,19464001222000,92465564
301,2022/03/24,211500,1000,0.48,210500,213000,207000,298288,62743805500,19556466786000,92465564
302,2022/03/25,206000,-5500,-2.6,214000,214000,204000,504773,104549409000,19047906184000,92465564
303,2022/03/28,210000,4000,1.94,206500,211500,204500,312528,65195160500,19417768440000,92465564
304,2022/03/29,209500,-500,-0.24,211000,212500,208000,267851,56282437500,19371535658000,92465564
305,2022/03/30,211500,2000,0.95,212000,214500,210000,254804,53962810500,19556466786000,92465564
306,2022/03/31,215000,3500,1.65,211000,217500,211000,607151,130724201000,19880096260000,92465564
307,2022/04/01,215000,0,0.0,213500,217000,211500,299504,64017171000,19880096260000,92465564
308,2022/04/04,217000,2000,0.93,212500,217000,209000,292997,62814426000,20065027388000,92465564
309,2022/04/05,215500,-1500,-0.69,218500,218500,214000,258704,55791418500,19926329042000,92465564
310,2022/04/06,210000,-5500,-2.55,213000,213000,208000,351099,73591844500,19417768440000,92465564
311,2022/04/07,201500,-8500,-4.05,204500,206500,201000,425181,86237083500,18631811146000,92465564
312,2022/04/08,206500,5000,2.48,202000,206500,201000,296912,60472187500,19094138966000,92465564
313,2022/04/11,206500,0,0.0,204000,210500,203500,260709,53817580000,19094138966000,92465564
314,2022/04/12,200500,-6000,-2.91,204500,205500,200000,282112,56820005000,18539345582000,92465564
315,2022/04/13,206000,5500,2.74,202500,206000,199500,311310,63139541500,19047906184000,92465564
316,2022/04/14,209000,3000,1.46,207000,209000,205500,385685,80216308500,19325302876000,92465564
317,2022/04/15,207500,-1500,-0.72,206500,210000,205500,215091,44709603500,19186604530000,92465564
318,2022/04/18,216000,8500,4.1,207500,217000,206000,559264,120014195500,19972561824000,92465564
319,2022/04/19,220000,4000,1.85,217500,220000,216500,343143,74987597500,20342424080000,92465564
320,2022/04/20,218000,-2000,-0.91,219000,220000,216000,270543,58901647000,20157492952000,92465564
321,2022/04/21,219000,1000,0.46,219500,219500,216000,239624,52375395500,20249958516000,92465564
322,2022/04/22,218000,-1000,-0.46,215500,219000,213000,255627,55163182000,20157492952000,92465564
323,2022/04/25,212500,-5500,-2.52,213000,217500,211500,335721,71661116500,19648932350000,92465564
324,2022/04/26,215000,2500,1.18,214500,217500,213000,265860,57253872000,19880096260000,92465564
325,2022/04/27,214000,-1000,-0.47,207000,214500,206500,309845,65301944500,19787630696000,92465564
326,2022/04/28,215500,1500,0.7,216000,216500,212000,248270,53308204000,19926329042000,92465564
327,2022/04/29,205000,-10500,-4.87,218000,225000,204500,1376178,291377875500,18955440620000,92465564
328,2022/05/02,203500,-1500,-0.73,202000,205000,201000,403299,81696170500,18816742274000,92465564
329,2022/05/03,202500,-1000,-0.49,205000,205500,202000,305612,62254718000,18724276710000,92465564
330,2022/05/04,202500,0,0.0,203500,204500,202000,140568,28526050000,18724276710000,92465564
331,2022/05/06,202500,0,0.0,200500,203500,198500,346032,69487730000,18724276710000,92465564
332,2022/05/09,204500,2000,0.99,201500,206000,201500,304599,62215517500,18909207838000,92465564
333,2022/05/10,201000,-3500,-1.71,201500,202000,199000,298443,59772167500,18585578364000,92465564
334,2022/05/11,200000,-1000,-0.5,200000,202000,199500,186836,37391852500,18493112800000,92465564
335,2022/05/12,197000,-3000,-1.5,199000,202000,196000,281501,55833068500,18215716108000,92465564
336,2022/05/13,206500,9500,4.82,197500,206500,197000,358761,72867289500,19094138966000,92465564
337,2022/05/16,205000,-1500,-0.73,208000,208500,204000,166154,34218366000,18955440620000,92465564
338,2022/05/17,208000,3000,1.46,205000,208000,204500,201124,41574417000,19232837312000,92465564
339,2022/05/18,208000,0,0.0,210000,211500,207500,206612,43184576000,19232837312000,92465564
340,2022/05/19,204000,-4000,-1.92,202500,206500,202000,211057,43111076500,18862975056000,92465564
341,2022/05/20,211000,7000,3.43,208000,212000,205500,362452,76066425500,19510234004000,92465564
342,2022/05/23,209000,-2000,-0.95,212500,212500,207000,219581,45812882500,19325302876000,92465564
343,2022/05/24,202500,-6500,-3.11,208500,209000,202000,186103,38166069500,18724276710000,92465564
344,2022/05/25,205000,2500,1.23,205000,207500,204000,164766,33924814000,18955440620000,92465564
345,2022/05/26,207000,2000,0.98,204500,208000,204500,134769,27828682500,19140371748000,92465564
346,2022/05/27,211000,4000,1.93,209000,212000,207000,262728,55323613500,19510234004000,92465564
347,2022/05/30,210000,-1000,-0.47,212000,212500,208500,168097,35395513000,19417768440000,92465564
348,2022/05/31,215500,5500,2.62,211000,216500,209500,732337,157506216500,19926329042000,92465564
349,2022/06/02,215500,0,0.0,215500,217500,214000,232250,50067776500,19926329042000,92465564
350,2022/06/03,225500,10000,4.64,219000,226000,218000,598041,132935638000,20850984682000,92465564
351,2022/06/07,236500,11000,4.88,230000,236500,229500,969107,226115006500,21868105886000,92465564
352,2022/06/08,240000,3500,1.48,239500,243000,235000,737021,176518346000,22191735360000,92465564
353,2022/06/09,244000,4000,1.67,240000,246000,238000,587982,143109263000,22561597616000,92465564
354,2022/06/10,244000,0,0.0,242000,245000,241000,342030,83112742000,22561597616000,92465564
355,2022/06/13,237500,-6500,-2.66,240000,243000,236500,485976,116442992000,21960571450000,92465564
356,2022/06/14,231000,-6500,-2.74,235000,235000,228500,491072,113604621000,21359545284000,92465564
357,2022/06/15,223000,-8000,-3.46,232500,233500,221500,405437,91155667500,20619820772000,92465564
358,2022/06/16,214500,-8500,-3.81,225000,225500,214000,570600,124628774000,19833863478000,92465564
359,2022/06/17,225500,11000,5.13,210000,230500,208500,1010560,223803966000,20850984682000,92465564
360,2022/06/20,220500,-5000,-2.22,223000,228500,216000,386844,85996879000,20388656862000,92465564
361,2022/06/21,220000,-500,-0.23,223500,231500,218500,380705,85085139000,20342424080000,92465564
362,2022/06/22,208500,-11500,-5.23,224000,224000,207500,433091,91707578500,19279070094000,92465564
363,2022/06/23,199000,-9500,-4.56,208000,210500,199000,431366,87473104000,18400647236000,92465564
364,2022/06/24,198000,-1000,-0.5,201500,202000,196000,515554,102362752500,18308181672000,92465564
365,2022/06/27,198500,500,0.25,201000,201000,196000,576232,114368515000,18354414454000,92465564
366,2022/06/28,201500,3000,1.51,201500,207500,200500,525146,106504432000,18631811146000,92465564
367,2022/06/29,200000,-1500,-0.74,201500,206000,200000,347701,70239943000,18493112800000,92465564
368,2022/06/30,192000,-8000,-4.0,201000,201000,192000,622483,120923263500,17753388288000,92465564
