,Date,Title
1108,2021-03-19 ,휴우
1109,2021-03-19 ,아 빨리 300층 와라 
1110,2021-03-19 ,40 위에선 사지마세요
1111,2021-03-19 ,거지같은 종목 
1112,2021-03-19 , 내 가격 언제오냐
1113,2021-03-19 ,무슨 애가 대한민국 대장주냐
1114,2021-03-19 ,오늘 좀 실망이다 고아
1115,2021-03-19 ,아 기다리다 지치겠네
1116,2021-03-19 ,마른오징어 기름짜네요
1117,2021-03-19 ,고려하세요
1120,2021-03-19 ,이와중에 고려아연은
1121,2021-03-19 ,같은 주
1122,2021-03-19 ,4월부터 방향성 바뀔것 같네요
1123,2021-03-19 ,우리 아연이는 
1124,2021-03-20 ,아조졌다
1125,2021-03-20 ,원자재값 오른다고 난린데
1126,2021-03-20 ,농심담배인삼공사고려아연한전가스공사
1127,2021-03-21 ,배당금은 언제 입금될까요
1128,2021-03-22 ,어늘 하루는
1129,2021-03-22 ,아나 조졌다
1130,2021-03-22 ,배당금 빼곤
1131,2021-03-22 ,개잡주 거지같은 똥 코스닥 보다도
1132,2021-03-22 ,예상 실적이라도 올려라
1133,2021-03-22 ,얘 재고자산이 많아서 그런가
1134,2021-03-22 ,딱 한번만
1135,2021-03-22 ,은가격 반등 비철금속류 상승중
1136,2021-03-23 ,후
1137,2021-03-23 ,자재급등
1138,2021-03-23 ,하 개잡주 1퍼 오르는게 이리 힘드냐
1139,2021-03-23 ,삭제된 게시물의 답글이거 드릅게 안오르네요
1140,2021-03-23 ,묵직한 아연이
1141,2021-03-23 ,아주 똥을 쏴라
1142,2021-03-23 ,주봉이 불을 뿜어야 간다
1143,2021-03-23 ,내일 주총 간다
1145,2021-03-23 ,호재
1146,2021-03-24 ,하한가 가좌
1148,2021-03-24 ,아여니 이정도면 
1149,2021-03-24 ,하 서운하다
1150,2021-03-24 ,낮잠자고 올테니
1151,2021-03-24 , 주주총회를 보고 나서 
1152,2021-03-24 ,주총후에 주주들 빡쳐서 파는거임
1153,2021-03-24 ,주식은 짜고치는 
1154,2021-03-24 ,추매하고 싶지만
1155,2021-03-24 ,아연이 에너지파 
1156,2021-03-24 ,얘들 경기민감주 맞음
1157,2021-03-24 ,배당금
1158,2021-03-24 ,개잡주 ㅈㄴ짱나네ㅋㅋ
1159,2021-03-24 ,징징이 주린이들아
1160,2021-03-24 ,여기 
1161,2021-03-24 ,ㅎㅇ
1163,2021-03-25 ,추매완료
1164,2021-03-25 ,성장주답네
1167,2021-03-25 ,이 종목 가지고 있으면 암 걸려요
1168,2021-03-25 ,40은
1169,2021-03-25 ,싸지면
1170,2021-03-25 ,그래그래 가야지 아연아
1171,2021-03-25 ,다들 평단얼마신가요
1172,2021-03-25 ,똑같은 고려로 시작하는데 왜 이건
1174,2021-03-25 ,주봉 60일선 돌렸으니 
1175,2021-03-25 ,입성
1176,2021-03-25 ,무거운종목입니다
1177,2021-03-25 ,차라리
1178,2021-03-25 ,막장주
1179,2021-03-25 ,망햇다고
1181,2021-03-25 ,현직자다 질문받는다
1182,2021-03-25 ,그냥 성장 끝난 배당주 취급당함
1183,2021-03-25 ,올라갈땐 현금인척 내려갈땐 주식인척
1184,2021-03-25 ,현직자가 좋다고 할 때가 고점
1185,2021-03-25 ,더 빠지네ㅋㅋ
1186,2021-03-26 ,오늘두 
1188,2021-03-26 ,고고한 아연이
1189,2021-03-26 ,여기서 멈추면 안된다
1190,2021-03-26 ,오늘 41짜 봐주면 안되겟니 
1191,2021-03-26 ,7000 매물 빨리 거둬라
1192,2021-03-26 ,안올라도 맘편한 주식은 이것 하나뿐
1193,2021-03-26 ,더도말고 20프로만 올려줘
1194,2021-03-26 ,41만 매물 퍼뜩 안치우나
1195,2021-03-26 ,다음주가 
1196,2021-03-26 ,엄마회사 영풍에
1197,2021-03-27 ,다들 목표주가 을마임
1198,2021-03-27 ,얘 월요일 오를까
1199,2021-03-28 ,작년 상승장부터 샀는데
1200,2021-03-29 ,애휴 또떨어지네
1201,2021-03-29 ,개잡주 끝판왕이네ㅋㅋㅋ
1202,2021-03-29 ,개잡주 끝판왕 인지용
1203,2021-03-29 ,카악
1204,2021-03-29 ,액분 가즈아
1205,2021-03-29 ,지금같은 변동성 장세에서 그냥 들고 가는 주식
1206,2021-03-29 ,쥰내 무겁네 하여간 진짜 
1207,2021-03-29 ,철강주랑 비철강주랑 너무 차이나넹
1208,2021-03-29 ,41만 매물
1209,2021-03-29 ,여긴 그래도 이정도면 훌륭하다
1210,2021-03-29 ,최고다
1211,2021-03-29 ,이게 머선 129
1212,2021-03-29 ,호구 개미들
1213,2021-03-29 ,배당주로 들어온거 아닌가
1214,2021-03-30 ,단기폭등
1215,2021-03-30 ,포기
1216,2021-03-30 ,41 뚫기 힘든가봐 
1217,2021-03-30 ,진짜 토악질나오네
1218,2021-03-30 ,떨어지려면 확
1219,2021-03-30 ,질린다 질려
1220,2021-03-30 ,방금 누구 계산에 따르면
1221,2021-03-30 ,이 종목 특징
1222,2021-03-30 ,오늘 종가 4000원
1223,2021-03-30 ,평단 412
1224,2021-03-30 ,삭제된 게시물의 답글여기서 아무리 시부려봐야 소용없음
1225,2021-03-30 ,오후에 낙폭 만회해야지
1226,2021-03-30 ,액면 분할이라도 좀 해다오
1227,2021-03-30 ,이런그림 많이 봤는데 
1228,2021-03-30 ,배당주
1229,2021-03-30 ,369870원 28주입니다
1230,2021-03-30 ,십주연속 음봉ㅋ 일단 50 만 뚫고
1231,2021-03-31 ,저가 매수 기회 더주세요
1232,2021-03-31 ,어제 기분드러워서 손절했는데
1233,2021-03-31 ,답이 없네요
1234,2021-03-31 ,외인 수급 들어옵니다
1235,2021-03-31 ,정말 답이없다 떠나야 하나
1236,2021-03-31 ,위에 매물 빨랑 안치우냐
1237,2021-03-31 ,단타쟁이들로 인해 41을 뚫는건
1238,2021-03-31 ,똥을 싸라 아주 휴
1239,2021-03-31 ,고또속 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
1240,2021-03-31 ,프로그램 매수 계속 들어오는데
1241,2021-03-31 ,재련수수료 발표하고 악재 털어내자
1242,2021-03-31 ,이런 앙 
1243,2021-03-31 ,여기 호재형 있어요
1244,2021-03-31 ,역주행 투자 삼성이 본사 사옥까지 팔아서 100조를 대기중인 이유 알아야
1245,2021-03-31 ,배당일 언제죠
1246,2021-03-31 ,오 배당금통지서 왔네ㅋㅋㅋ
1247,2021-04-01 ,제련수수료
1249,2021-04-01 ,배당금입금
1251,2021-04-01 ,오늘은 또 금융 배당주 움직임이네
1252,2021-04-01 ,배당금 몇시 입금되영
1253,2021-04-01 ,오랜만이다
1254,2021-04-01 ,삭제된 게시물의 답글배당금 입금됐네요
1255,2021-04-01 ,배당금 입금
1256,2021-04-01 ,배당금으로 고아 추매
1257,2021-04-01 ,배당금 왔숑
1258,2021-04-01 ,들어온김에 50개먼저 샀는데
1259,2021-04-01 ,배당금 파뤼이
1260,2021-04-01 ,다들 배당받아서 사고잇니
1261,2021-04-01 ,인플레 
1262,2021-04-01 ,42일선 돌렸다
1263,2021-04-01 ,밑으로 가든 위로 가든
1264,2021-04-01 ,10주 연속 음봉ㅋ
1265,2021-04-01 ,배당 받은 거 추매했음
1267,2021-04-01 ,징글 징글 하다  나가자니 430500원 평단가
1268,2021-04-01 ,우리
1269,2021-04-01 ,개미들 왜이렇게 답답해 하냐 ㅋㅋ
1270,2021-04-01 ,5일선 20일선 골든 났고 
1271,2021-04-01 ,오늘 배당 받았네요
1272,2021-04-01 ,내일 오를까요 띠부레 
1274,2021-04-02 ,찌라시라도 좀 뿌려바
1275,2021-04-02 ,와 이건
1276,2021-04-02 ,딱 2주만 더 있는다
1277,2021-04-02 ,ㅅㅂ
1278,2021-04-02 ,개ㅅㅂ
1279,2021-04-02 ,상폐라
1280,2021-04-02 ,배당금 그냥 외인 기관 투자금 이자일 뿐
1281,2021-04-02 ,현재 진행되고 있는 벤치마크 티씨 계약과 관련하여
1282,2021-04-02 ,고려가 아니라
1283,2021-04-02 ,구글아연으로 이름 바꾸자
1285,2021-04-02 ,주린이 질문
1286,2021-04-02 ,안전하다 안전하다 하는데
1287,2021-04-02 ,아연이 2등함
1288,2021-04-02 ,낮지 않은 기저 부담  불확실성 제거 프로필 사진 등용문연구원 20210402 1336조회 0
1289,2021-04-02 ,금속이 갈날이온다온다온다온다안온다온다안온다
1290,2021-04-02 ,늠의기사
1291,2021-04-02 ,금값 년만에 최대폭 하락강달러 경기회복 기대감 영향
1293,2021-04-02 ,뭐 이런 좃갇은
1294,2021-04-02 ,이제는 
1295,2021-04-02 ,다시원점으로 돌아왔네
1296,2021-04-02 ,별 거지같은 종목을 
1298,2021-04-02 ,1인당 영업이익 가장 많이낸 기업
1300,2021-04-03 ,아연이도
1301,2021-04-03 ,냉정하게 
1302,2021-04-04 ,내일도 개 보합 
1303,2021-04-05 ,11주 연속 음봉 가즈아ㅋ
1304,2021-04-05 ,개 잡주
1305,2021-04-05 ,한번 쏴줄 때가 됐는데
1306,2021-04-05 ,또
1307,2021-04-05 ,어허다들 전고점으로 달려가는데
1308,2021-04-05 ,작년10월달 가격까지만되면 매수할텐데 
1309,2021-04-05 ,이렇게 빡치게 하면
1310,2021-04-05 ,거래량 최저 경신할 기센데
1311,2021-04-05 ,거래정지에요
1312,2021-04-05 ,이번주에 한번 쏠거같은데
1313,2021-04-05 ,12월말까지 415000원 갈끼야
1314,2021-04-05 ,무관심이 젤 무서움
1315,2021-04-05 ,연기금 졸라 파넹
1317,2021-04-05 ,아 징하다 
1318,2021-04-05 ,이걸 
1319,2021-04-06 ,그래 9일까지 
1320,2021-04-06 , 41만 뚫어보자 형들아
1321,2021-04-06 ,개잡주네 이거
1322,2021-04-06 ,한번 시원스럽게 좀 빼자
1323,2021-04-06 ,안녕들하쇼 오랜만입니다
1324,2021-04-06 ,고려아연 1999주 매수했습니다
1325,2021-04-06 ,이러면
1326,2021-04-06 ,와 이거 
1327,2021-04-06 ,394000원 간다 안간다
1329,2021-04-06 ,이새기들은
1330,2021-04-06 ,저번주에 부사장이랑 몇몇 화학 방문했다며 먼 소식없냐
1331,2021-04-06 ,1월달 기관 매수 2위였다가
1332,2021-04-06 ,395000까지만가라
1333,2021-04-06 ,낼 개폭등 기원
1334,2021-04-07 ,꼬라지를 보아하니
1335,2021-04-07 ,뭔일이래
1336,2021-04-07 ,형 이거 오랫만에 오르네
1337,2021-04-07 ,헐 오늘 약 56개월만에 리포트가 나왔네
1338,2021-04-07 ,45만가면
1339,2021-04-07 ,윗꼬리
1340,2021-04-07 ,가자 아연아
1341,2021-04-07 ,안팔았어요
1342,2021-04-07 ,제평단
1343,2021-04-07 ,팔아버린놈들
1344,2021-04-07 ,막상 본전되니깐 못팔겟노
1345,2021-04-07 ,100년만에 2상승같네
1346,2021-04-07 ,이정도면 상한가인가
1347,2021-04-07 ,올초부터 2 이상 상승한적 딱 4번 있는데
1348,2021-04-07 ,우리아연이 무슨129
1349,2021-04-07 ,배터리 소재주로 변신 중
1350,2021-04-07 , 점마는 좀 빨리 다 팔고 나갔음 좋겠다 ㅋㅋㅋ
1351,2021-04-08 ,보도자료 떴군요
1352,2021-04-08 ,에라이
1353,2021-04-08 ,형들아 기다려봐 곧 출발한다
1354,2021-04-08 ,못 뚫냐 안뚫냐
1355,2021-04-08 ,씨브라알 잠시설렛네
1357,2021-04-08 ,형님
1359,2021-04-08 ,삭제된 게시물의 답글저항대 물량
1360,2021-04-08 ,솔찍히 평단 41만5천원이였음
1361,2021-04-08 ,개인 호루 쉐키들이
1362,2021-04-08 ,이름은 아연
1363,2021-04-09 ,ㅋㅋㅋ은 아연 가격재밌네
1364,2021-04-09 ,오늘 어떨까
1365,2021-04-09 ,아 그냥 어제 팔걸 
1366,2021-04-09 ,매수세 포착
1367,2021-04-09 ,프로그램 매수 
1368,2021-04-09 ,주가의 잔파동에
1369,2021-04-09 ,배당금은 언제입금되나여
1370,2021-04-11 ,김부겸장괸
1371,2021-04-12 ,오늘도 
1372,2021-04-12 ,극혐
1373,2021-04-12 ,징글징글하게 
1374,2021-04-12 ,재미없다
1375,2021-04-12 ,절반손절하고 엔지켐샀는데 잘샀네 시간과기회비용이
1376,2021-04-12 ,413500원 매물좀치워라
1377,2021-04-12 ,아연실색 하게 만드네 고려아연
1378,2021-04-12 ,액면분할 좀 하자
1379,2021-04-13 ,5일선 60일선 뚫고 골든
1380,2021-04-13 ,김부겸이 총리되면
1381,2021-04-13 ,주가의 잔파동에 
1382,2021-04-13 ,김부겸 김부겸 김부겸
1383,2021-04-13 ,매일 500원씩만 올라라
1384,2021-04-13 ,42만 찍자 빨리 
1385,2021-04-13 ,고려아연 사랑해
1386,2021-04-13 ,아연아 고맙다
1387,2021-04-13 ,내일 42가나
1388,2021-04-13 ,우리 고아 어디 입양된거니
1389,2021-04-13 ,장기로 보는 형들
1390,2021-04-14 ,앰병하네
1391,2021-04-14 ,어제 올린거 다 빼네
1392,2021-04-14 ,어제 갈아탐
1393,2021-04-14 ,고아 입양된지 알았는데 아니였네 ㅋㅋㅋ
1394,2021-04-14 ,어제 손절잘했지  이주식보면 없는 자궁이 답답하다
1395,2021-04-14 ,앰병알 
1396,2021-04-14 ,지랄 똥 싸네 아주 그냥
1397,2021-04-14 ,아연이 뭐하니
1398,2021-04-14 ,얘 또 40 간다 업 아니다 다운
1400,2021-04-14 ,구리값 순항 중
1401,2021-04-15 ,기타 법인 반년동안 21만주는 누구인가요 영풍
1402,2021-04-15 ,김부겸 관련주
1403,2021-04-15 ,이런데서 왜 노나요
1404,2021-04-15 ,60일선 돌렸다
1405,2021-04-15 ,김부겸 총리 생각하고 오늘 50 매수
1406,2021-04-15 ,김부겸으로 오르면
1407,2021-04-15 ,고려아연 주주들
1408,2021-04-15 ,총리와 사돈관계가 파급력있나
1409,2021-04-15 ,가자 고아ㅋㅋㅋㅋㅋㅋㅋ
1410,2021-04-15 ,오전에 꾸준히 산 보람  있네요
1411,2021-04-15 ,김부겸받고 액분가즈아
1412,2021-04-15 ,액분함 70은 가겠지
1413,2021-04-15 ,그러게 김부겸  등에 올라탓는데도 이 모양이네
1414,2021-04-15 ,이거 한번 쏴 줄때 안됐나
1416,2021-04-15 ,풍산개를 버리고 아연이를 택했더니
1417,2021-04-15 ,빠질 시간이네
1418,2021-04-15 ,구리가 뜬다
1419,2021-04-15 ,거래량 50000주 ㄷㄷ
1420,2021-04-15 ,고아야 좀
1421,2021-04-15 ,배당금 나왔나요
1422,2021-04-15 ,내일부터 아연이는 시작이다
1423,2021-04-16 ,자 어디보자
1424,2021-04-16 ,오늘 4345가나요
1425,2021-04-16 ,캬하라라하
1426,2021-04-16 ,와이라노
1427,2021-04-16 ,턴어라운드 시작했네요
1428,2021-04-16 ,다시 말할게 
1429,2021-04-16 ,움직이네요
1430,2021-04-16 ,전 계획대로 안되서 던지고 떠납니다
1431,2021-04-16 ,김부겸 총리 유력 소리에 떨어지네
1432,2021-04-16 ,지금 에네르기 파 장전하는거 느껴지지
1433,2021-04-16 ,삭제된 게시물의 답글철 지난 내용 올리지 마셈 초보도 아니고 
1434,2021-04-16 ,아연이 이정도면 상한가임
1435,2021-04-16 ,힘은 좋은데요
1437,2021-04-16 ,김부겸 총리 지명 왜 안오르지
1438,2021-04-16 ,한번 갈때 됐죠
1439,2021-04-16 ,김부겸인데ㅋ
1440,2021-04-16 ,이제 됐죠 김부겸 얘기 꺼내지도 마세요
1441,2021-04-16 ,증권사와 기타법인
1442,2021-04-16 ,고려아연 기타법인 코스피 종목중 순매수 1위 
1443,2021-04-16 ,걍 이대로 가자
1444,2021-04-16 ,3바닥 다지고 올라가는거라서 크게 대시세 한번 줄듯하다
1445,2021-04-16 ,동박생산
1446,2021-04-17 ,동박  전기차  사업  진출  초읽기
1447,2021-04-17 ,김부겸    차기대선  지지율   올라가는  순간
1448,2021-04-17 ,장인어른
1449,2021-04-17 ,어휴
1450,2021-04-18 ,이런 우량주  있나요
1451,2021-04-19 ,도라이 아냐
1452,2021-04-19 ,엄청난 불기둥
1453,2021-04-19 ,고아 몇 개 판 걸로
1454,2021-04-19 ,역시 고아는 고아
1455,2021-04-19 ,김부겸 입에 개거품 물고 외치던 작자들 다 어디로 잠수탓나
1456,2021-04-19 ,김부겸 라임사태 터졌네요 
1457,2021-04-20 ,오늘 털고 
1458,2021-04-20 ,김부겸 불똥
1459,2021-04-20 ,ㅋㅋㅋ 김부겸이랑 엮던 애들아
1460,2021-04-20 ,완전 급인데
1461,2021-04-20 ,고아 경험상 조만간 한방 쏴줄거같은디
1462,2021-04-20 ,옰은 ㄱ소리
1463,2021-04-20 ,아연이 올라도금이 올라도사돈이 총리 후보라도
1464,2021-04-20 ,내가 한번 더 말한다
1465,2021-04-20 ,개잡
1467,2021-04-20 ,암호화폐가 폭락중 임
1468,2021-04-20 ,올해 배당금 언제 지급되나요
1469,2021-04-21 ,역시 오늘 반등 나올줄알았다
1471,2021-04-21 ,달러고평가급락가능성금은급등가능성
1472,2021-04-21 ,삭제된 게시물의 답글염블리가
1473,2021-04-21 ,장난하니
1474,2021-04-21 ,내가 말 했냐 안했냐
1475,2021-04-21 ,달러가 내려도 비트코인이 떨어져도 
1476,2021-04-21 ,32만주매집 메릴린치 추가매집중
1477,2021-04-21 ,주봉상 정배열 바뀜
1478,2021-04-21 ,금은 오른다고 나  내린다고
1479,2021-04-21 ,비트코인버블붕괴더럽게끝날것금 다시각광
1480,2021-04-21 ,비트코인떡락금은선물상승대변화예고
1481,2021-04-21 ,고려아연 급등조건 도래4합충족
1482,2021-04-22 ,비트코인50폭락전망고려아연 대박주되나
1483,2021-04-22 ,이시각 은금아연납선물 추가상승중
1485,2021-04-22 ,밤에 떠벌이 새키들 때문에
1486,2021-04-22 ,이번주 약조정 및 보합
1487,2021-04-22 ,비트코인 54000선 붕괴
1488,2021-04-22 ,오늘 왠일로 급등하네
1489,2021-04-22 ,미국채금리급락중금은부활촉진
1490,2021-04-22 ,와 상이네
1491,2021-04-22 ,오늘 급등 이유 뭔가요
1492,2021-04-22 ,음운최대매물벽 돌파우상향랠리
1493,2021-04-22 ,와 오전에 털렸다 ㅋㅋㅋ
1494,2021-04-22 ,주봉상 모든 저항대 뚫고 
1495,2021-04-22 ,지리누
1496,2021-04-22 ,아쒸
1498,2021-04-22 ,금투자
1499,2021-04-22 ,44만원 가즈아
1500,2021-04-22 ,프로그램 매수
1501,2021-04-22 ,지금 개미들만 디지게 파는중
1502,2021-04-22 ,비트코인선물53500선붕괴달러금리하락
1503,2021-04-22 ,머선 129 니가 간다고
1504,2021-04-22 ,와 순간 털릴뻔
1505,2021-04-22 ,오늘 45만
1506,2021-04-22 ,좋은일
1507,2021-04-22 ,ㅎ
1508,2021-04-22 ,뭔일 이래요
1509,2021-04-22 ,장 막판에 다매입하네요
1510,2021-04-22 ,이렇게 고점일때 사는 사람도 있네요
1512,2021-04-22 ,가슴이 웅장해진다
1514,2021-04-22 ,이제야 배터리소재 기업으로 봐주나봐요ㅎㅎ
1515,2021-04-22 ,팔고나옴
1516,2021-04-22 ,겹겹이 호재만 남은 고아
1517,2021-04-22 ,올해는 대고려아연의 해가 될것이다
1518,2021-04-22 ,429000원에  매도했어요 
1519,2021-04-22 ,내일은 과연 
1520,2021-04-22 ,햐 내가 팔면 꼭 이러냐 
1521,2021-04-22 ,일단 50마넌까지는 홀딩
1522,2021-04-23 ,아연성님   오늘왜이럼
1523,2021-04-23 ,보통힘이 아니네 
1524,2021-04-23 ,아연 대다나다ㅋ
1525,2021-04-23 ,안녕히계세요
1526,2021-04-23 ,상승세 
1527,2021-04-23 ,길들여네
1528,2021-04-23 ,아연 도금
1529,2021-04-23 ,비싼데 분할함 좋겠당
1530,2021-04-23 ,오르던말던
1531,2021-04-23 ,44만에 매도되었네요
1532,2021-04-23 ,고려아연 
1533,2021-04-23 ,오늘도 개미들만 파네
1534,2021-04-23 ,아연 영양제 효과 좋습니다
1535,2021-04-23 ,기타법인
1536,2021-04-23 ,참 마음이 편한 주식
1537,2021-04-26 ,다들 아연이 몇 개 씩 보유 중이신지요
1540,2021-04-23 ,배당언제줘여
1541,2021-04-23 ,견디셨습니ㄷ
1542,2021-04-25 ,423가지못한 금은고려아연다시방황
1543,2021-04-25 ,고려아연 수급이 좋네요
1544,2021-04-26 ,매번 같은 패턴이고ㅋㅋ
1545,2021-04-26 ,아연이 말아올리는거보소
1547,2021-04-26 ,증권사 기타법인 하루도 안빠지고 순매수
1548,2021-04-26 ,이번주 한번갈려나
1549,2021-04-26 ,23일 고려아연 기관 순매수 순위 4위
1550,2021-04-26 ,미국채 달러 재반등채비에 금은 긴장
1551,2021-04-26 ,동박은 언제 생산하나 
1553,2021-04-27 ,그만좀
1554,2021-04-27 ,같은 패턴
1555,2021-04-27 ,금이 올라도 아연이 올라도은이 올라도 연이 올라도
1556,2021-04-27 ,미련한 투자자들
1557,2021-04-27 ,실적 굿
1558,2021-04-27 ,올해 영업이익 1조 클럽 가입이네
1559,2021-04-27 ,외국인이라 한글을 모르는구나
1560,2021-04-27 ,풍산
1561,2021-04-27 ,어허 철강은 고사하고 비철금속에서도 하위권
1562,2021-04-27 ,얘 머하냐
1563,2021-04-27 ,카아 
1564,2021-04-27 ,그냥 배당이나받자
1565,2021-04-27 ,공매도대응 방법을 가르쳐드립니다
1566,2021-04-27 ,액분좀 해라
1567,2021-04-27 ,주린입니다
1568,2021-04-27 ,공매 풀리는 코스피 200선매도 공매 안 풀리는 코스닥 중소형주 담읍시다
1569,2021-04-28 ,이정도 실적이면
1570,2021-04-28 ,고려아연도 구리만드는데
1571,2021-04-28 ,이번에도 하방경직성
1572,2021-04-28 ,또 40만원 터치하려나
1573,2021-04-28 ,아연이 올라도은이 올라도 연이 올라도
1574,2021-04-28 ,40 매입 44 매도
1575,2021-04-28 ,고아 주주들 천재
1576,2021-04-28 ,꼴아박네
1577,2021-04-28 ,고아가 아니라 영풍을 샀어야
1578,2021-04-28 ,난 고려아연 팬이다
1579,2021-04-28 ,내일은 어떻게 될 것 같나요
1580,2021-04-28 ,이 개잡주에 넣는 이유는
1581,2021-04-28 ,구리값 똥값
1582,2021-04-28 ,어제라도 팔껄 
1583,2021-04-29 , 남 오를 때 하락하고
1584,2021-04-29 ,은값이 50불이 간다고 가정 해야함
1585,2021-04-29 ,우리 아연이
1586,2021-04-29 ,왜이러는걸까요
1587,2021-04-29 ,헉
1590,2021-04-29 ,가자
1591,2021-04-29 ,우리아연이가 달라졌어요
1592,2021-04-29 ,아연이 이제 일어났니
1593,2021-04-29 ,올라서 좋지만 천천히 가자
1594,2021-04-29 ,빨간날 분할매도
1595,2021-04-29 ,잘가는구나  좋아
1596,2021-04-29 ,역시 기다린 보람이 있네요이제 더 갈 듯합니다
1597,2021-04-29 ,오늘   팔면   안되겠죠         
1598,2021-04-29 ,2달된 주린이 익절하고 갑니다
1599,2021-04-29 ,아 
1600,2021-04-29 ,내 아픈 손가락 
1602,2021-04-29 ,고점리다
1603,2021-04-29 ,10년간 홀딩
1604,2021-04-29 ,외인매도시작했다
1605,2021-04-29 ,와 개고점이네
1606,2021-04-29 ,오늘 대박 나자
1607,2021-04-29 ,고려아연 호실적 속 중장기 신사업 투자 주목키움
1608,2021-04-29 ,팔렸노 ㅋㅋㅋㅋㅋㅋㅋㅋ
1609,2021-04-29 ,매수들 하시요
1610,2021-04-29 ,배당 때문에 샀는데
1611,2021-04-29 ,요기서 털린 심약개미들있냐
1612,2021-04-29 ,52주 신고가는 내일
1613,2021-04-29 ,내 머리 속엔
1614,2021-04-29 ,왜 오르는거에여 
1615,2021-04-29 ,내동댕이 치지마라
1616,2021-04-29 ,아연이 천천히 가자
1617,2021-04-29 ,팔거면 조용히 팔아라
1618,2021-04-29 ,오늘아님
1619,2021-04-29 ,7억 가지고 간더 인생몰빵 불안하다
1620,2021-04-29 , 머시기로 시작하던 아재 어디가심
1621,2021-04-29 ,몇주 안되지만 그동안 잘 먹고 갑니다
1622,2021-04-29 ,이거 올라가는거 배 안아픔
1623,2021-04-29 ,낼 더 올르것
1624,2021-04-29 ,꼭 고점에서 끝나야하는 거 아니잖아
1625,2021-04-29 ,나한테 감사하시오
1626,2021-04-29 ,아직 배고프다
1627,2021-04-29 ,목표가 55라고
1628,2021-04-29 ,462500원에 팔았는데
1629,2021-04-29 ,오늘 익절했어요
1630,2021-04-29 ,이유없이 오를때 시나리오
1631,2021-04-29 ,투자격언
1632,2021-04-29 ,오늘익절했다는글이많네
1633,2021-04-30 ,고려아연 수급 현황
1634,2021-04-30 ,아 내가 팔면 오르노
1635,2021-04-30 ,주주분들 축하드립니다
1636,2021-04-30 ,살기회좀 주세요
1637,2021-04-30 ,간다
1638,2021-04-30 ,정 들었던 고려아연
1639,2021-04-30 ,개인물량은 다나오고 기관들은 산다
1640,2021-04-30 ,역시
1642,2021-05-01 ,액면분할 좀 하고 무상증자 하자
1643,2021-05-02 ,올해 영업 이익 1조 넘는다
1644,2021-05-03 ,전문가 추천하면 하락하든데
1645,2021-05-03 ,40에 사서 45파는거 알고는있는데
1646,2021-05-03 ,오십하고 하나일 때 난 무엇을 할까
1648,2021-05-04 ,도끼형 아직 있어
1649,2021-05-04 ,46층에서 불타기 하다가 ㅈ된거같은데
1650,2021-05-04 ,고려아연 목표주가 68만원 고려아연 주가 전망
1651,2021-05-05 ,고려아연은 아연 은 중에
1652,2021-05-05 ,찬티말 듣지 마세여
1653,2021-05-05 ,ㅋㅋㅋㅋ 며칠 쥐 죽은 듯 조용하더니
1656,2021-05-06 ,진짜 다시못올 고점이긴 하다
1657,2021-05-06 ,잘 가는구나 좋아 존버
1658,2021-05-06 ,배당금은 4월에 입금되는거 아닌가요 아직 안들어 왔는데 받은 사람 있나요
1659,2021-05-06 ,종가 464000원만 뚫어주면
1660,2021-05-06 ,털고 있네
1661,2021-05-06 ,외인 매도 지렸네
1662,2021-05-06 ,안정적 수익 포스코로 오라
1663,2021-05-06 ,이제 시작이니 물량 간수 잘하세요
1664,2021-05-06 ,이제 시작이니
1666,2021-05-06 ,아연이는 늘 돈을 줘요
1667,2021-05-06 ,현대비앤지스틸 먹고
1668,2021-05-07 ,내가 왜 어제 안팔았을까
1669,2021-05-07 ,또  제자린가요
1670,2021-05-07 ,내가 뭐랬노
1671,2021-05-07 ,김부겸때문에 떨어지는건가요
1672,2021-05-09 ,뉴스에 나오네
1674,2021-05-09 ,몰빵연구소
1675,2021-05-10 ,하반기는 50위에서
1676,2021-05-10 ,잘 가는구나 
1677,2021-05-10 ,날아가네
1678,2021-05-10 ,시작이니 물량 간수 잘 하라고 했잖아요ㅋ
1679,2021-05-10 ,고민중
1680,2021-05-10 ,오늘은 익절했다고 자랑글 안올라오냐
1681,2021-05-10 ,팔면 오르는건 국룰이네참고 참다가476000에 팔았는데
1682,2021-05-10 ,지난주 이제 시작이니 물량 간수 잘 하라고했잖아요
1684,2021-05-10 ,오늘도 자랑글 올라 오나 난 더 먹어야지ㅎ
1686,2021-05-10 ,국민청원 은성수 금융위원장 사퇴 요청 현재 약 177400명 동의
1687,2021-05-11 ,그만올라라
1688,2021-05-11 ,물량 간주 잘 하세요 목표가 높게 설정하시고
1689,2021-05-11 ,지분싸움
1690,2021-05-11 ,이제 외인 차례인가
1691,2021-05-11 ,아침에 지수내릴거 같아 팔라고 했더만
1692,2021-05-11 ,언제 팔까요 수익률 20프로 인데
1693,2021-05-11 ,오래 들고있었네요 ㅎ
1694,2021-05-11 ,와 ㅋㅋㅋ 사람일 모른다
1695,2021-05-11 ,불쌍한 우리 도끼형
1696,2021-05-11 ,고려는 이제 시작이라니까 또 팔고자랑ㅋ
