,일자,종가,대비,등락률,시가,고가,저가,거래량,거래대금,시가총액,상장주식수
303,2022/03/28,117000,-500,-0.43,117500,119000,115000,302074,35453455500,9063196740000,77463220
304,2022/03/29,121000,4000,3.42,118500,123000,118000,393733,47479643500,9373049620000,77463220
305,2022/03/30,119500,-1500,-1.24,122500,123000,119000,280943,33733815000,9256854790000,77463220
306,2022/03/31,120500,1000,0.84,118000,121500,118000,231838,27958216500,9334318010000,77463220
307,2022/04/01,119500,-1000,-0.83,119500,121000,118500,196500,23506413500,9256854790000,77463220
308,2022/04/04,122500,3000,2.51,120000,123000,119000,187356,22778157500,9489244450000,77463220
309,2022/04/05,124500,2000,1.63,124000,125000,122000,276085,34166493500,9644170890000,77463220
310,2022/04/06,124500,0,0.0,122000,127000,122000,313200,38919666500,9644170890000,77463220
311,2022/04/07,124000,-500,-0.4,122500,124500,121000,338003,41339665500,9605439280000,77463220
312,2022/04/08,139000,15000,12.1,126000,140000,125000,1938837,261122992500,10767387580000,77463220
313,2022/04/11,126500,-12500,-8.99,138500,138500,125500,1313109,172035392500,9799097330000,77463220
314,2022/04/12,126000,-500,-0.4,123500,128000,122000,442287,55453788500,9760365720000,77463220
315,2022/04/13,127000,1000,0.79,126500,128500,125000,300118,38037915000,9837828940000,77463220
316,2022/04/14,130500,3500,2.76,127500,133000,127000,604179,79226456500,10108950210000,77463220
317,2022/04/15,130500,0,0.0,129500,133000,129000,286679,37527359500,10108950210000,77463220
318,2022/04/18,129500,-1000,-0.77,131000,136500,129500,423144,55778271000,10031486990000,77463220
319,2022/04/19,130000,500,0.39,131500,132000,129000,243997,31794273500,10070218600000,77463220
320,2022/04/20,126500,-3500,-2.69,131000,131000,126000,343838,43733509000,9799097330000,77463220
321,2022/04/21,130000,3500,2.77,127000,131000,127000,282403,36540124000,10070218600000,77463220
322,2022/04/22,126000,-4000,-3.08,127500,128000,126000,265611,33619270500,9760365720000,77463220
323,2022/04/25,127500,1500,1.19,123000,129500,120000,578572,72227497500,9876560550000,77463220
324,2022/04/26,131000,3500,2.75,129000,133500,129000,527938,69489039000,10147681820000,77463220
325,2022/04/27,133500,2500,1.91,126500,134000,126000,439957,57675669500,10341339870000,77463220
326,2022/04/28,134000,500,0.37,134500,135000,131000,284138,37754050000,10380071480000,77463220
327,2022/04/29,136000,2000,1.49,133000,136000,132500,350650,47349484000,10534997920000,77463220
328,2022/05/02,135000,-1000,-0.74,134000,137500,134000,235666,31815494000,10457534700000,77463220
329,2022/05/03,134000,-1000,-0.74,136000,136500,132000,295796,39613494500,10380071480000,77463220
330,2022/05/04,132500,-1500,-1.12,134000,136000,132000,201839,27024301500,10263876650000,77463220
331,2022/05/06,130500,-2000,-1.51,130000,132000,128500,191924,25012022000,10108950210000,77463220
332,2022/05/09,127000,-3500,-2.68,129500,129500,126000,253384,32245389500,9837828940000,77463220
333,2022/05/10,126500,-500,-0.39,123500,127000,122000,372207,46277541000,9799097330000,77463220
334,2022/05/11,124000,-2500,-1.98,126500,127000,122500,244301,30309220000,9605439280000,77463220
335,2022/05/12,123500,-500,-0.4,123000,128000,121000,364065,45284905500,9566707670000,77463220
336,2022/05/13,127000,3500,2.83,124500,128500,124500,338708,42876429000,9837828940000,77463220
337,2022/05/16,123500,-3500,-2.76,128500,129500,123500,280894,35255964500,9566707670000,77463220
338,2022/05/17,124000,500,0.4,123000,124500,121500,249093,30687612500,9605439280000,77463220
339,2022/05/18,124000,0,0.0,125500,128000,123000,310866,38813960500,9605439280000,77463220
340,2022/05/19,128500,4500,3.63,120500,130000,120500,448836,56844677500,9954023770000,77463220
341,2022/05/20,136500,8000,6.23,129000,138500,127500,1176970,159066461500,10573729530000,77463220
342,2022/05/23,133500,-3000,-2.2,137000,137000,131500,425566,56886371000,10341339870000,77463220
343,2022/05/24,128000,-5500,-4.12,132500,133500,127500,421657,54898956000,9915292160000,77463220
344,2022/05/25,133500,5500,4.3,129500,134000,126500,545064,71488049000,10341339870000,77463220
345,2022/05/26,133000,-500,-0.37,134000,136000,131500,412177,54992489000,10302608260000,77463220
346,2022/05/27,128500,-4500,-3.38,136000,136000,126000,1020358,132860852000,9954023770000,77463220
347,2022/05/30,132000,3500,2.72,131500,133000,129500,497750,65415154000,10225145040000,77463220
348,2022/05/31,130500,-1500,-1.14,133000,133500,129000,693162,90374684500,10108950210000,77463220
349,2022/06/02,135000,4500,3.45,131500,135500,131000,623216,83300601500,10457534700000,77463220
350,2022/06/03,134000,-1000,-0.74,135500,135500,132500,268429,35938598000,10380071480000,77463220
351,2022/06/07,129000,-5000,-3.73,133500,134000,128000,444415,57856747500,9992755380000,77463220
352,2022/06/08,129500,500,0.39,130500,131000,129000,162678,21090454000,10031486990000,77463220
353,2022/06/09,132500,3000,2.32,128500,133000,128000,365125,48139932000,10263876650000,77463220
354,2022/06/10,130500,-2000,-1.51,130500,131000,129000,179407,23368188000,10108950210000,77463220
355,2022/06/13,126000,-4500,-3.45,127500,129500,126000,306941,39111757000,9760365720000,77463220
356,2022/06/14,126500,500,0.4,123000,128000,122500,330341,41438742500,9799097330000,77463220
357,2022/06/15,125500,-1000,-0.79,127000,132000,124500,432309,55243588500,9721634110000,77463220
358,2022/06/16,126500,1000,0.8,128500,129500,126500,271418,34690883000,9799097330000,77463220
359,2022/06/17,126500,0,0.0,123500,128000,123000,248496,31174258500,9799097330000,77463220
360,2022/06/20,125500,-1000,-0.79,127500,128000,122000,263792,32941752500,9721634110000,77463220
361,2022/06/21,124500,-1000,-0.8,126000,126500,122500,232913,28992091500,9644170890000,77463220
362,2022/06/22,118500,-6000,-4.82,126000,126000,118000,356161,43077135000,9179391570000,77463220
363,2022/06/23,112000,-6500,-5.49,117000,120000,111500,504194,57879046000,8675880640000,77463220
364,2022/06/24,114500,2500,2.23,112000,115500,110500,382690,43378093500,8869538690000,77463220
365,2022/06/27,116000,1500,1.31,115500,118500,115000,241984,28264093000,8985733520000,77463220
366,2022/06/28,117000,1000,0.86,116000,118500,116000,128324,15019034500,9063196740000,77463220
367,2022/06/29,114500,-2500,-2.14,115000,116000,111000,299900,33998554500,8869538690000,77463220
368,2022/06/30,107000,-7500,-6.55,116000,116500,105500,508483,55477636000,8288564540000,77463220
